15.03.2026 21:04:57 | Stabilizuji PIR...
15.03.2026 21:05:27 | PIR p??ipraveno.
15.03.2026 21:05:34 | MOTION
15.03.2026 21:05:38 | CLEAR
15.03.2026 21:05:41 | MOTION
15.03.2026 21:05:45 | CLEAR
15.03.2026 21:06:13 | MOTION
15.03.2026 21:06:17 | CLEAR
15.03.2026 21:06:19 | MOTION
15.03.2026 21:06:23 | CLEAR
